Channel,ROI Median,ROI 2.5%,ROI 97.5%
GOOGLE_DISPLAY,2.5373178720474243,0.20234481990337372,5.75776481628418
META_FACEBOOK,3.3174381256103516,1.8911668062210083,3.5117931365966797
META_INSTAGRAM,2.084299087524414,0.4820375442504883,4.836885452270508
META_OTHER,4.97102427482605,4.226223945617676,6.708431720733643
