Channel,mROI Median,mROI 2.5%,mROI 97.5%
GOOGLE_DISPLAY,0.8745281100273132,0.11318141967058182,2.285907745361328
META_FACEBOOK,2.3229756355285645,1.2004683017730713,2.672713279724121
META_INSTAGRAM,1.5705127120018005,0.32915472984313965,3.588170289993286
META_OTHER,2.594647765159607,1.9612451791763306,4.173599720001221
